"dist_bp","r2"
35,0.937319878826875
405343,0.0715363665412948
404379,0.587647858529394
491408,0.402733199496757
8,1
50817,0.904625606239644
7,1
891237,0.84485681300941
39,0.746639773795595
503457,0.309603416958565
103292,0.753681260773097
129145,0.559032832046957
377043,0.70685135438545
169613,0.633046510488862
108306,0.86027021753053
591298,0.28206839946337
3,1
71197,0.34322083885062
2955,0.0552004474659349
66950,0.284537047227104
425008,0.393217989874127
963691,0.00464555008329887
47948,0.00470051050762738
243878,0.00471464186466874
20,1
19,1
1000968,7.36656352798797e-05
173145,0.651052147289323
115963,0.0883672934927337
814093,0.0819275572168457
125756,0.0741082581143341
19,0.021055856945642
635315,0.830299997150714
8871,0.0639451222362473
17917,0.0680983694158393
3,0.0230127499046229
63844,0.5645479538948
187610,0.0993614934916672
13,0.141244458921847
170767,0.114152197633105
23,0.602549922852717
1,0.662024067076283
48,0.590370015242783
188924,0.33819177006628
83920,0.069486178185212
5,1
529070,0.00226967468473521
135390,0.0165771787226167
12,0.199385201438586
533200,0.00395255318103575
663565,0.00598118088124068
415669,0.859784050576097
9824,0.849579415010853
29600,0.875992367376782
181210,0.649693185405125
168889,0.892225609866174
1184,0.665930092888704
20,1
7,1
13,1
313,0.90393811548474
391271,0.0288275334947742
22179,0.0249560559530675
1017180,0.0318139545056801
66118,0.900662129425722
5,1
15073,0.00270866277556576
30,1
11,1
2,0.00395775491872668
3,1
4,1
186443,0.00373511063732583
663068,0.00202740326158281
29,0.0630344305934784
18025,0.574034170835438
429,0.921238124635221
4601,0.840212471752944
4,1
2,1
7,1
2,1
2,1
1,0.916855767578664
1,1
1199780,0.740401513748727
457850,0.0340997209197646
8,0.0400089333052203
16,0.81085865841266
18,0.05825644048383
220531,0.876069913485921
240138,0.0338673185897174
11,0.0391667232077424
173050,0.0388178373890647
583434,6.69522197931456e-05
7,1
41,1
87046,5.60287668945094e-05
196,0.7351536336329
13,1
25,0.790179554813555
400127,0.0326679795342063
13,1
486030,0.0346382902643982
372657,0.00143965969807223
89,0.738376811529358
172047,0.00164568044457901
3596346,0.00604485460549212
47672,0.0152573656007191
955411,0.535563210485217
1296943,0.835787273477964
59803,0.850406775347065
1182264,0.603701646581807
382414,0.441845531500235
91873,7.61251620849597e-05
23,0.000647211998168538
70,0.753120788127802
102058,0.000970410270482034
6707,0.616190369235172
24,0.66300558560344
62,0.567564741894019
4,0.9924118355724
7410,0.0149684023177239
9,1
165723,0.774015590860948
358521,0.00565490075490897
369429,0.0732939522014824
504128,0.0131751617769373
56440,0.606335487289749
12407,0.796699029971213
2,1
1,1
1,1
2,1
1,1
830035,0.00989351254969327
24,0.873376266855423
543797,0.568135849464461
4086433,0.494508270567294
261749,0.84188651214726
789230,0.888443685947026
5516,0.015684994075236
26,0.0258885550507243
2,0.0258885550507243
236005,0.0127174936650611
53,0.936586837907887
527547,0.000973496399670039
935171,0.00473128799178652
1,1
472865,0.000724028452619564
1486673,0.359164776311069
913790,0.00467216085123349
6,1
18,1
461010,0.00460849294850791
1,1
3651847,0.00302776083291772
11,1
25,1
2,1
2,1
5,1
300,0.778478987671306
1,1
1,1
13,1
3,1
4,1
16,1
1288811,0.805512497286893
22,1
5806159,0.00214198751875534
7327912,0.00864059617622286
1835718,0.0043898033494251
19,1
11,1
2787519,0.7430420577202
563394,0.666006459660115
25,1
4185468,0.607286216470062
624964,0.000822662242938346
439507,0.00159164036098045
15,1
427574,0.670462355435155
40,1
3429230,0.612189283857013
33,1
253805,0.730043271490314
1000424,0.00249858172750212
3437081,0.0292893469222721
153819,0.00739080945179359
25,1
9,1
8,1
3915045,0.741302568848599
43,1
698077,0.712758687910533
8686265,0.735482125528553
6,1
2,1
2,1
5569150,0.733788543249955
308,0.638485148255722
21,1
378,0.496391920889707
36,1
930,0.542086662567104
17,1
19,0.979387304040894
1507055,0.663022410955923
1,1
2,1
1,1
2,1
1964235,0.000212201622865686
1210647,0.00011966248759852
14,1
4,1
4,1
1588398,0.615790939016641
12,1
17,1
1360292,0.78221051626926
1,1
4,1
1,1
2,1
2,1
4,1
23,1
3622806,0.614832363347734
2,1
1,1
22,1
7,1
18076846,0.652843202604997
27,1
3,1
5045200,0.664890795215585
22,1
2348962,0.570871036952914
21718870,0.0531284246215408
9352582,0.00172487072968242
7,0.636403949945908
31869077,0.00196295571204413
1449029,0.000102261825937656
7,1
1615145,0.918382694975007
29530903,0.92467210323054
4479783,0.879245719872745
6896272,0.0529778173287782
2317311,3.39597670049828e-06
3815278,0.00336057128170595
6784492,0.0890967114213593
17938312,0.00565648499783362
4884776,0.162218915917427
4267257,0.390709407758815
786224,0.77611238821367
3666966,0.856730162447909
10,1
2035247,0.496641902604834
1408478,0.753061370199119
929835,0.679264042865593
1325417,0.00217272316507148
23349457,2.04255432836545e-06
5,0.839473685831635
1333871,0.911708876858437
795623,0.729417907382877
1174934,0.931051823861254
1190878,0.901944223539431
1292717,0.794967399401938
2717951,0.886442049991166
2529797,0.898416431061185
6246691,0.807511042962154
22,0.912636843689064
7,0.912636843689064
731331,9.5410195263954e-05
295990,1.25287698286515e-06
386845,0.794867594852849
876431,0.00485420018099214
1,1
1919103,0.00397920056847488
3450521,0.738975897095823
4472340,0.726719442876309
18,0.838605724036206
450653,0.763835300326079
422765,0.824093034372648
1346848,0.759975040775334
1,1
431811,0.702031314439523
58,0.741017030555906
468288,0.72042351678081
226421,0.8678340129336
3122619,0.870984347040361
1567174,0.896142196421305
352041,0.0170725601131519
45,0.021347843453474
893540,0.894761398382864
3215,0.901083740699313
1002891,0.903710318292973
4910227,0.786841389569087
1458653,0.85262743183461
2171677,0.877947710181359
1694630,0.861155563053998
1359040,0.748795456912534
2,1
6463530,0.000326661701903061
575047,0.820887832220246
34954,0.911505972637983
6903526,0.47654487303156
456838,0.00556041482331644
712810,0.00556041482331644
22,0.964881330776063
192298,0.0176611620231347
1773472,0.00446485489082295
945327,0.00831312321091864
10629066,0.00198280141716844
10630118,0.00422320946219397
2131008,0.0171978745654752
655705,0.0138008638638692
3262360,0.581725572858891
2764109,0.868333109265878
6087859,0.00968410360985881
9221511,0.000135156320035854
11204301,0.00370100490609435
223151,0.701426444266078
80984,0.894469044617995
101095,0.360616777781677
604755,0.0102911010422754
86913,0.822796768432124
1956701,0.0011173326835448
1459205,7.75154251749519e-06
4731339,0.017445671954511
58,0.895137195500161
94753,0.881276580802266
271495,0.000379377989094551
4,1
4,1
1,1
23,1
359650,0.00375514192879037
2116699,0.348267555727684
2224,0.0067949748518888
238807,0.770460771349658
824803,0.0879291912574111
32,0.0833956628342781
1137483,0.833345798539574
13,1
206512,0.0907140198175041
6,1
33,1
2,1
7,0.997913579723343
6170,0.925453548772484
6,1
13,1
687,0.919791346336668
2097,0.0389580673105444
712155,0.0303140729582416
28892,0.068069522532183
207460,0.0765254488715456
321819,0.472392378215603
162278,0.219424873215438
142026,0.102372171539079
1267425,0.194609396762078
961249,0.151893266113373
21473,0.144583127961531
106112,0.926448950822624
749464,0.116579028309902
72342,0.0492009077912125
1251097,0.305254655692185
19,0.126507846729268
479,0.904404963736708
1255350,0.0899953141437232
37,1
16,1
22255,0.178968331893698
877009,0.176466952984315
2123151,0.820268585964057
157433,0.526691391394994
743027,0.440162310926574
15731,0.822323231139609
1004695,0.0829367262040269
42205,0.204409480154172
2718449,0.649221776058251
37666,0.878802048205228
1747089,0.688747664956132
197960,0.809322990015238
365925,0.858544357427734
797797,0.76186276359296
91123,0.806454906547311
858562,0.0322540860403993
498893,0.047119672281638
434237,0.614391754018703
1,1
116596,0.55415645156678
132,0.902161433033462
18984,0.618876746253916
13,0.419245320308789
29,1
274387,0.674384915927117
249917,0.748894166238946
150920,0.640819778546085
30835,0.837478607289005
22,0.94169282277562
351869,0.301588129130428
139005,0.918689074083222
2,1
1365557,0.39419947704336
61942,0.882390187976452
263,0.929403653168012
12,0.780816692590968
209627,0.751340567548824
761657,0.255534408288147
135228,0.816812770606255
50496,0.391317879158192
6,1
1644904,0.164686112613946
30,0.460836842603071
2059576,0.0922343779260229
277081,0.909339202765999
1679233,0.134396731940993
382020,0.00139941650034896
877035,0.00132718222922839
246473,0.0277907614207912
386964,0.0887320332184084
56,0.920650443373095
150885,0.584127884839065
308035,0.128447768057787
452816,0.892069713279407
183781,0.912093680346295
16,1
5,1
21,1
45,0.934712573278217
22288,0.0182117139127368
87695,0.0138484892611511
19,1
12,1
484138,0.371410325909881
11515,0.586751785123831
533712,0.576524323411304
18531,0.204819207765371
84,0.0172523718199297
133100,0.579755231125406
26248,0.206386887357737
403906,0.585075078228179
205585,0.0350350543497894
11993,0.309602821735893
462,0.923234267560667
837022,0.555333097265875
85,0.885332024181964
20439,0.883874509996615
167169,0.620381473565516
286,0.67691274010559
6,1
13,1
190743,0.807762794932838
27376,0.869578999168313
613773,0.880923221861584
205848,0.587861324429415
232231,0.111260433941138
1,1
46,0.111444168673678
1,1
1,1
217800,0.805390852732988
41,0.465161613164426
141285,0.869510356294786
1562167,0.154539014407344
235693,0.514504436581747
21784,0.411235790651631
158628,0.4035800401475
534073,0.326736730290027
2934,0.196297084860209
59931,0.196382182899714
17,0.0977564007049594
80623,0.866069479371288
42,1
5571,0.75599986220525
223,0.895735171842097
3116879,0.00812681044038872
92818,0.895898053185822
5,1
1705,0.905221577760461
457342,0.913333403123882
6,0.66850614776116
213297,0.0623690201605114
1121,0.247790444281839
294219,0.06398472931007
51,0.887469403146253
400949,0.026647660313962
1,1
1,1
653226,0.505135942750709
23,1
38,0.908232531844812
7669,0.0285588150336048
